Observations	YearOrd	Day	quantum	GroupCount	mean_MO	median_MO	numel_MO	std_MO	Fun5_MO	Fun6_MO	mean_Fco2_21m_nee_stat_int_Ustar	median_Fco2_21m_nee_stat_int_Ustar	numel_Fco2_21m_nee_stat_int_Ustar	std_Fco2_21m_nee_stat_int_Ustar	Fun5_Fco2_21m_nee_stat_int_Ustar	Fun6_Fco2_21m_nee_stat_int_Ustar	mean_Fco2_21m_nee_stat_int	median_Fco2_21m_nee_stat_int	numel_Fco2_21m_nee_stat_int	std_Fco2_21m_nee_stat_int	Fun5_Fco2_21m_nee_stat_int	Fun6_Fco2_21m_nee_stat_int	mean_w_h2o_21m	median_w_h2o_21m	numel_w_h2o_21m	std_w_h2o_21m	Fun5_w_h2o_21m	Fun6_w_h2o_21m	mean_w_h2o_21m_Ustar	median_w_h2o_21m_Ustar	numel_w_h2o_21m_Ustar	std_w_h2o_21m_Ustar	Fun5_w_h2o_21m_Ustar	Fun6_w_h2o_21m_Ustar	mean_q	median_q	numel_q	std_q	Fun5_q	Fun6_q
2000_83_day	2000	83	day	24	3	3	24	0	3	3	0.6	0.865	21	0.675989644891103	0.08275	0.9605	0.6	0.865	21	0.675989644891103	0.08275	0.9605	1.59754166666667	1.775	24	0.988186040359971	0.741	2.385	1.59754166666667	1.775	24	0.988186040359971	0.741	2.385	1	1	24	0	1	1
2000_84_night	2000	84	night	24	3	3	24	0	3	3	0.760619047619048	0.996	21	0.642043571433472	0.175	1.34	0.760619047619048	0.996	21	0.642043571433472	0.175	1.34	0.895833333333334	0.105	24	1.30056428110085	-0.0715	2.02	0.93504347826087	0.131	23	1.31520974747068	-0.08175	2.14	0	0	24	0	0	0
2000_84_day	2000	84	day	24	3	3	24	0	3	3	0.509782608695652	0.407	23	0.724620399464546	0.1345	0.89925	0.509782608695652	0.407	23	0.724620399464546	0.1345	0.89925	1.03091666666667	0.9955	24	0.546876102069283	0.572	1.475	1.03091666666667	0.9955	24	0.546876102069283	0.572	1.475	1	1	24	0	1	1
2000_85_night	2000	85	night	24	3	3	24	0	3	3	0.659695652173913	0.692	23	0.488581102859235	0.40475	0.906	0.659695652173913	0.692	23	0.488581102859235	0.40475	0.906	0.149416666666667	0.141	24	0.202576859631032	-0.006	0.2775	0.149416666666667	0.141	24	0.202576859631032	-0.006	0.2775	0	0	24	0	0	0
2000_85_day	2000	85	day	24	3	3	24	0	3	3	0.595869565217391	0.59	23	0.519359772337567	0.36525	0.93375	0.595869565217391	0.59	23	0.519359772337567	0.36525	0.93375	0.686125	0.648	24	0.524207004622842	0.3245	1.0045	0.686125	0.648	24	0.524207004622842	0.3245	1.0045	1	1	24	0	1	1
2000_86_night	2000	86	night	24	3	3	24	0	3	3	0.379545454545455	0.294	22	0.48924983658393	-0.025	0.713	0.379545454545455	0.294	22	0.48924983658393	-0.025	0.713	0.58925	0.638	24	0.725998996885162	0.239	0.9105	0.58925	0.638	24	0.725998996885162	0.239	0.9105	0	0	24	0	0	0
2000_86_day	2000	86	day	24	3	3	24	0	3	3	0.233833333333333	0.1845	24	0.690751051025443	-0.484	0.7215	0.233833333333333	0.1845	24	0.690751051025443	-0.484	0.7215	1.81929166666667	1.8	24	1.22847783081222	0.79	2.44	1.81929166666667	1.8	24	1.22847783081222	0.79	2.44	1	1	24	0	1	1
2000_87_night	2000	87	night	24	3	3	24	0	3	3	0.510285714285714	0.465	21	0.588011831756568	0.067	0.806	0.510285714285714	0.465	21	0.588011831756568	0.067	0.806	0.281458333333333	0.249	24	0.315841591991752	0.1055	0.4765	0.293	0.316	23	0.317723006864327	0.11225	0.48125	0	0	24	0	0	0
2000_87_day	2000	87	day	24	3	3	24	0	3	3	0.603041666666667	0.5885	24	0.591472405851751	0.087	1.085	0.603041666666667	0.5885	24	0.591472405851751	0.087	1.085	0.976666666666667	0.95	24	0.385627514202689	0.7705	1.16	0.976666666666667	0.95	24	0.385627514202689	0.7705	1.16	1	1	24	0	1	1
2000_88_night	2000	88	night	24	3	3	24	0	3	3	0.784428571428571	0.755	7	0.554340105333316	0.625	1.0835	0.671909090909091	0.726	11	0.50814062119564	0.28875	0.91325	0.143782608695652	0.011	23	0.519788502139593	-0.0065	0.0255	0.444571428571429	-0.001	7	0.912018796798775	-0.031	0.49575	0	0	24	0	0	0
2000_88_day	2000	88	day	24	3	3	24	0	3	3	0.744315789473684	0.767	19	0.789548257101741	0.456	1.435	0.543714285714286	0.709	21	1.04496689626309	0.34975	1.365	0.70795652173913	0.615	23	0.691086264728538	0.1495	1.1075	0.8324	0.667	20	0.649358258104431	0.4445	1.155	1	1	24	0	1	1
2000_89_night	2000	89	night	24	3	3	24	0	3	3	0.758466666666667	0.709	15	0.731439077305502	0.20425	1.0705	0.758466666666667	0.709	15	0.731439077305502	0.20425	1.0705	0.984875	0.7595	24	1.16681827922737	0.001	1.84	1.1831	1.33	20	1.18317235920171	0.09	1.91	0	0	24	0	0	0
2000_89_day	2000	89	day	24	3	3	24	0	3	3	0.467333333333333	0.3995	24	0.529044558546382	0.0985	0.778	0.467333333333333	0.3995	24	0.529044558546382	0.0985	0.778	1.382375	1.545	24	0.918283124498719	0.6025	1.995	1.382375	1.545	24	0.918283124498719	0.6025	1.995	1	1	24	0	1	1
2000_90_night	2000	90	night	24	3	3	24	0	3	3	0.530666666666667	1.13	3	1.08166599897257	-0.256	1.1675	0.530666666666667	1.13	3	1.08166599897257	-0.256	1.1675	0.0729545454545455	0.002	22	0.458142364780781	-0.086	0.147	0.143142857142857	0.028	14	0.567012800987347	-0.086	0.186	0	0	24	0	0	0
2000_90_day	2000	90	day	24	3	3	24	0	3	3	0.7936	0.943	5	0.585806538031115	0.34775	1.2175	0.864	0.943	7	0.565716360025057	0.4985	1.3725	0.47055	0.3195	20	0.867027376184069	-0.127	1.04	0.529888888888889	0.521	18	0.895197309101308	-0.112	1.14	1	1	24	0	1	1
2000_91_night	2000	91	night	23	3	3	23	0	3	3	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0.0726666666666667	-0.058	21	0.515264721607577	-0.21225	0.258	0.0726666666666667	-0.058	21	0.515264721607577	-0.21225	0.258	0	0	23	0	0	0
2000_91_day	2000	91	day	25	3	3	25	0	3	3	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0.468086956521739	0.098	23	0.910610929443599	-0.136	1.2825	0.468086956521739	0.098	23	0.910610929443599	-0.136	1.2825	1	1	25	0	1	1
2000_92_night	2000	92	night	23	4	4	23	0	4	4	0.543272727272727	0.618	11	0.439815209129719	0.15125	0.94425	0.543272727272727	0.618	11	0.439815209129719	0.15125	0.94425	1.08113043478261	0.654	23	1.18943620350712	-0.04175	2.1075	1.16181818181818	1.142	22	1.15119745674475	-0.026	2.11	0	0	23	0	0	0
2000_92_day	2000	92	day	25	4	4	25	0	4	4	0.91745	0.906	20	0.653988288564059	0.551	1.34	0.816863636363636	0.8735	22	0.716380804258431	0.393	1.34	2.38371428571429	2.595	14	1.5209799689457	1.19	3.17	2.89318181818182	2.88	11	1.25637628266231	2.1475	4.01	1	1	25	0	1	1
2000_93_night	2000	93	night	23	4	4	23	0	4	4	0.494176470588235	0.566	17	0.455333426635652	0.27325	0.7755	0.494176470588235	0.566	17	0.455333426635652	0.27325	0.7755	0.668869565217391	0.784	23	0.683726573761752	0.06375	1.1225	0.8015	0.9115	18	0.701290679851842	0.16	1.29	0	0	23	0	0	0
2000_93_day	2000	93	day	25	4	4	25	0	4	4	0.785608695652174	0.823	23	0.910697971045507	0.1455	1.4975	0.785608695652174	0.823	23	0.910697971045507	0.1455	1.4975	1.00848	0.938	25	0.646809291831835	0.7745	1.4	1.00848	0.938	25	0.646809291831835	0.7745	1.4	1	1	25	0	1	1
2000_94_night	2000	94	night	22	4	4	22	0	4	4	0.69	0.612	15	0.898739911526927	0.225	1.4425	0.69	0.612	15	0.898739911526927	0.225	1.4425	0.611045454545455	0.676	22	0.590609812157274	0.054	1.07	0.773294117647059	0.87	17	0.576322475345388	0.4725	1.1675	0	0	22	0	0	0
2000_94_day	2000	94	day	26	4	4	26	0	4	4	0.734846153846154	0.6905	26	0.63624427336096	0.419	1.3	0.734846153846154	0.6905	26	0.63624427336096	0.419	1.3	3.40346153846154	3.33	26	1.33923841733335	2.56	4.49	3.40346153846154	3.33	26	1.33923841733335	2.56	4.49	1	1	26	0	1	1
2000_95_night	2000	95	night	22	4	4	22	0	4	4	0.919136363636364	0.809	22	0.722964617157948	0.592	1.63	0.919136363636364	0.809	22	0.722964617157948	0.592	1.63	0.727	0.7175	22	0.46286591702442	0.367	0.947	0.727	0.7175	22	0.46286591702442	0.367	0.947	0	0	22	0	0	0
2000_95_day	2000	95	day	26	4	4	26	0	4	4	0.438384615384615	0.587	26	0.622187372223068	-0.067	0.96	0.438384615384615	0.587	26	0.622187372223068	-0.067	0.96	1.15046153846154	1.145	26	0.355937660920474	0.936	1.42	1.15046153846154	1.145	26	0.355937660920474	0.936	1.42	1	1	26	0	1	1
2000_96_night	2000	96	night	22	4	4	22	0	4	4	0.929409090909091	0.933	22	0.587474794522398	0.492	1.13	0.929409090909091	0.933	22	0.587474794522398	0.492	1.13	0.555	0.5495	22	0.474771122802998	0.504	0.674	0.555	0.5495	22	0.474771122802998	0.504	0.674	0	0	22	0	0	0
2000_96_day	2000	96	day	26	4	4	26	0	4	4	0.53352	0.662	25	0.930548365212685	0.0475	1.1475	0.53352	0.662	25	0.930548365212685	0.0475	1.1475	0.94312	0.956	25	0.426192671609137	0.66975	1.1675	0.94312	0.956	25	0.426192671609137	0.66975	1.1675	1	1	26	0	1	1
2000_97_night	2000	97	night	22	4	4	22	0	4	4	1.028	1.125	22	0.500223283477822	0.729	1.41	1.028	1.125	22	0.500223283477822	0.729	1.41	0.397590909090909	0.3795	22	0.226020365515379	0.254	0.58	0.397590909090909	0.3795	22	0.226020365515379	0.254	0.58	0	0	22	0	0	0
2000_97_day	2000	97	day	26	4	4	26	0	4	4	0.373	0.3495	26	0.548870768031966	0.038	0.755	0.373	0.3495	26	0.548870768031966	0.038	0.755	0.895192307692308	0.68	26	0.707427679369744	0.499	1.27	0.895192307692308	0.68	26	0.707427679369744	0.499	1.27	1	1	26	0	1	1
2000_98_night	2000	98	night	22	4	4	22	0	4	4	0.727526315789474	0.791	19	0.995131614322729	0.11775	1.425	0.727526315789474	0.791	19	0.995131614322729	0.11775	1.425	1.04686363636364	0.2385	22	1.4112258533243	0.027	2.63	1.09514285714286	0.239	21	1.42733770656121	0.01725	2.655	0	0	22	0	0	0
2000_98_day	2000	98	day	26	4	4	26	0	4	4	0.457461538461538	0.5545	26	0.602521649786577	0.157	0.874	0.457461538461538	0.5545	26	0.602521649786577	0.157	0.874	1.57504	1.3	25	1.32284436222356	0.6225	2.1	1.57504	1.3	25	1.32284436222356	0.6225	2.1	1	1	26	0	1	1
2000_99_night	2000	99	night	22	4	4	22	0	4	4	0.4596	0.492	15	0.714112916241442	0.281	0.96775	0.5365	0.568	16	0.755366048129426	0.284	0.9855	0.227272727272727	0.1635	22	0.242159369368935	0.092	0.389	0.226428571428571	0.144	21	0.248106342407559	0.074	0.418	0	0	22	0	0	0
2000_99_day	2000	99	day	26	4	4	26	0	4	4	0.81628	0.952	25	0.717667548381561	0.32375	1.235	0.866423076923077	1.001	26	0.748209445173044	0.342	1.28	0.9195	0.957	26	0.608309477157803	0.357	1.33	0.95768	1.01	25	0.5881998469908	0.3975	1.3425	1	1	26	0	1	1
2000_100_night	2000	100	night	22	4	4	22	0	4	4	1.34584210526316	1.4	19	0.761465711138569	0.854	1.9375	1.34584210526316	1.4	19	0.761465711138569	0.854	1.9375	0.173590909090909	0.108	22	0.198014107022925	0.011	0.318	0.202421052631579	0.185	19	0.198171170621504	0.03775	0.31875	0	0	22	0	0	0
2000_100_day	2000	100	day	26	4	4	26	0	4	4	0.403884615384615	0.455	26	0.703653114932241	0.04	0.862	0.403884615384615	0.455	26	0.703653114932241	0.04	0.862	0.776	0.6955	26	0.539771210792128	0.365	1.13	0.776	0.6955	26	0.539771210792128	0.365	1.13	1	1	26	0	1	1
2000_101_night	2000	101	night	22	4	4	22	0	4	4	1.01794117647059	1.13	17	0.516320451680475	0.75	1.315	1.01794117647059	1.13	17	0.516320451680475	0.75	1.315	0.208636363636364	0.208	22	0.252871988215861	0.006	0.3	0.221380952380952	0.214	21	0.251772610939013	0.0165	0.30575	0	0	22	0	0	0
2000_101_day	2000	101	day	26	4	4	26	0	4	4	-0.103583333333333	-0.118	24	0.776216796064575	-0.367	0.425	-0.04344	-0.117	25	0.817213766403871	-0.35	0.462	0.79656	0.609	25	0.571159717884003	0.46825	1.025	0.82575	0.6125	24	0.564074019965465	0.504	1.04	1	1	26	0	1	1
2000_102_night	2000	102	night	22	4	4	22	0	4	4	0.960230769230769	0.925	13	0.715626433488655	0.59575	1.2125	0.879	0.9075	14	0.751734916453523	0.37	1.2	0.108136363636364	0.071	22	0.134018938055693	0.022	0.21	0.155	0.184	13	0.144897665037548	0.02275	0.237	0	0	22	0	0	0
2000_102_day	2000	102	day	26	4	4	26	0	4	4	0.0680526315789474	0.135	19	0.921049550704956	-0.38	0.6885	0.147047619047619	0.253	21	0.921425931705336	-0.266	0.753	1.10065384615385	0.574	26	1.2014465262277	0.185	1.64	1.33928571428571	0.931	21	1.21682435638251	0.27	2.0825	1	1	26	0	1	1
2000_103_night	2000	103	night	22	4	4	22	0	4	4	1.05380952380952	1	21	0.485215376822254	0.79175	1.39	1.05380952380952	1	21	0.485215376822254	0.79175	1.39	0.380318181818182	0.425	22	0.210995912026217	0.25	0.554	0.393857142857143	0.436	21	0.206181785256187	0.27925	0.55575	0	0	22	0	0	0
2000_103_day	2000	103	day	26	4	4	26	0	4	4	-0.2645	-0.0755	26	0.848074631149877	-1.07	0.192	-0.2645	-0.0755	26	0.848074631149877	-1.07	0.192	0.924269230769231	0.8065	26	0.519768452885883	0.645	0.968	0.924269230769231	0.8065	26	0.519768452885883	0.645	0.968	1	1	26	0	1	1
2000_104_night	2000	104	night	22	4	4	22	0	4	4	1.31038095238095	1.22	21	0.956351215620625	0.57125	2.0725	1.31038095238095	1.22	21	0.956351215620625	0.57125	2.0725	0.271272727272727	0.171	22	0.28718173801506	0.056	0.417	0.271272727272727	0.171	22	0.28718173801506	0.056	0.417	0	0	22	0	0	0
2000_104_day	2000	104	day	26	4	4	26	0	4	4	-1.79466666666667	-2.105	24	1.68687629160778	-3.13	-0.8215	-1.79466666666667	-2.105	24	1.68687629160778	-3.13	-0.8215	0.960576923076923	0.96	26	0.583743380130476	0.461	1.32	0.960576923076923	0.96	26	0.583743380130476	0.461	1.32	1	1	26	0	1	1
2000_105_night	2000	105	night	22	4	4	22	0	4	4	1.8717	1.765	20	0.496839389488563	1.53	2.24	1.8717	1.765	20	0.496839389488563	1.53	2.24	0.481727272727273	0.516	22	0.317167400867681	0.31	0.715	0.481727272727273	0.516	22	0.317167400867681	0.31	0.715	0	0	22	0	0	0
2000_105_day	2000	105	day	26	4	4	26	0	4	4	-2.11536	-2.74	25	2.03243505185283	-3.7475	-0.174	-2.11536	-2.74	25	2.03243505185283	-3.7475	-0.174	0.973307692307692	1.025	26	0.700083239006949	0.605	1.42	0.973307692307692	1.025	26	0.700083239006949	0.605	1.42	1	1	26	0	1	1
2000_106_night	2000	106	night	22	4	4	22	0	4	4	0.754818181818182	0.775	11	0.802294935566942	0.313	1.5225	0.754818181818182	0.775	11	0.802294935566942	0.313	1.5225	1.80213636363636	1.2035	22	1.71742551777098	0.168	3.68	1.80213636363636	1.2035	22	1.71742551777098	0.168	3.68	0	0	22	0	0	0
2000_106_day	2000	106	day	26	4	4	26	0	4	4	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0.583304347826087	0.141	23	1.02961066934778	-0.1245	1.3675	0.583304347826087	0.141	23	1.02961066934778	-0.1245	1.3675	1	1	26	0	1	1
2000_107_night	2000	107	night	22	4	4	22	0	4	4	0.782055555555556	0.661	18	1.03698507971694	0.227	1.51	0.845631578947368	0.701	19	1.0451762323767	0.2715	1.5625	1.53540909090909	1.29	22	1.31172680296916	0.491	2.76	1.85355555555556	2.085	18	1.23217365192441	0.772	2.76	0	0	22	0	0	0
2000_107_day	2000	107	day	26	4	4	26	0	4	4	-0.699217391304348	-0.11	23	1.6012904442844	-2.09	0.44575	-0.695625	-0.341	24	1.56619183156498	-1.96	0.3635	2.12419230769231	1.995	26	1.21440899269499	1.18	2.77	2.08676	1.97	25	1.22404664535303	1.16	2.6725	1	1	26	0	1	1
2000_108_night	2000	108	night	22	4	4	22	0	4	4	1.42788888888889	1.475	18	0.60900902039962	1.06	1.86	1.36945	1.275	20	0.611112314166812	1.05	1.85	0.448727272727273	0.3385	22	0.373971246898065	0.145	0.722	0.542666666666667	0.4275	18	0.347975827422809	0.256	0.76	0	0	22	0	0	0
2000_108_day	2000	108	day	26	4	4	26	0	4	4	-2.002125	-2.365	24	1.47664800528824	-3.17	-0.844	-2.002125	-2.365	24	1.47664800528824	-3.17	-0.844	1.37152	1.49	25	0.700124698416884	0.82025	1.89	1.422625	1.5	24	0.665848841215351	0.9565	1.9	1	1	26	0	1	1
2000_109_night	2000	109	night	22	4	4	22	0	4	4	1.04981818181818	1.05	22	0.495329773399081	0.719	1.32	1.04981818181818	1.05	22	0.495329773399081	0.719	1.32	0.624545454545455	0.399	22	0.522660841252102	0.229	0.975	0.624545454545455	0.399	22	0.522660841252102	0.229	0.975	0	0	22	0	0	0
2000_109_day	2000	109	day	26	4	4	26	0	4	4	-2.44503846153846	-2.695	26	2.28319322845473	-4.55	-0.44	-2.44503846153846	-2.695	26	2.28319322845473	-4.55	-0.44	1.58519047619048	1.46	21	0.888755062941844	0.9305	1.9475	1.58519047619048	1.46	21	0.888755062941844	0.9305	1.9475	1	1	26	0	1	1
2000_110_night	2000	110	night	22	4	4	22	0	4	4	0.857681818181818	1.045	22	0.617825787308367	0.29	1.27	0.857681818181818	1.045	22	0.617825787308367	0.29	1.27	1.21736363636364	1.16	22	0.567362112088714	0.832	1.59	1.21736363636364	1.16	22	0.567362112088714	0.832	1.59	0	0	22	0	0	0
2000_110_day	2000	110	day	26	4	4	26	0	4	4	0.46104	0.382	25	0.62997840439177	0.08225	0.78425	0.46104	0.382	25	0.62997840439177	0.08225	0.78425	3.25423076923077	3.205	26	0.78756928877108	2.74	3.86	3.25423076923077	3.205	26	0.78756928877108	2.74	3.86	1	1	26	0	1	1
2000_111_night	2000	111	night	22	4	4	22	0	4	4	0.675615384615385	0.782	13	0.795030034910793	0.001	1.17	0.683875	0.726	16	0.729046123369434	0.1405	1.13	0.342863636363636	0.0355	22	0.647131567947173	-0.022	0.779	0.59	0.697	13	0.75513144551131	0.05175	1.12	0	0	22	0	0	0
2000_111_day	2000	111	day	26	4	4	26	0	4	4	-1.61454166666667	-1.975	24	1.17607312620789	-2.38	-0.538	-1.52272	-1.96	25	1.23947460374682	-2.37	-0.441	1.14920833333333	1.16	24	1.04393582091449	0.197	1.805	1.19778260869565	1.29	23	1.03929661338469	0.3105	1.8275	1	1	26	0	1	1
2000_112_night	2000	112	night	22	4	4	22	0	4	4	1.06666666666667	0.82	9	1.19105656876573	0.18125	1.9725	1.079	1.005	10	1.12361598817785	0.337	1.97	0.0835454545454545	0.0375	22	0.0998612023773985	0.017	0.155	0.127416666666667	0.1355	12	0.116189858995238	0.03	0.1805	0	0	22	0	0	0
2000_112_day	2000	112	day	26	4	4	26	0	4	4	-1.216125	-1.29	24	1.24664821273058	-1.895	-0.4905	-1.216125	-1.29	24	1.24664821273058	-1.895	-0.4905	0.79264	0.703	25	0.702098513980291	0.16875	1.3675	0.79264	0.703	25	0.702098513980291	0.16875	1.3675	1	1	26	0	1	1
2000_113_night	2000	113	night	22	4	4	22	0	4	4	0.969	0.969	2	0.284256926036992	0.768	1.17	0.682666666666667	0.768	3	0.535127399161483	0.2745	1.0695	0.1091	0.0045	20	0.271559414842266	-0.04	0.105	0.256666666666667	0.171	9	0.359355673393367	-0.04025	0.48825	0	0	22	0	0	0
2000_113_day	2000	113	day	26	4	4	26	0	4	4	-1.58458333333333	-2.06	12	1.39176019736508	-2.575	-0.674	-1.58964285714286	-2.06	14	1.36680174732238	-2.62	-0.4	0.493083333333333	0.435	24	0.464915038209804	0.111	0.7905	0.553047619047619	0.599	21	0.46679133198791	0.24275	0.81275	1	1	26	0	1	1
2000_114_night	2000	114	night	21	4	4	21	0	4	4	1.33278947368421	1.27	19	0.412345133076565	1.1325	1.4925	1.33278947368421	1.27	19	0.412345133076565	1.1325	1.4925	0.913428571428571	0.84	21	0.5579956605054	0.4015	1.27	0.913428571428571	0.84	21	0.5579956605054	0.4015	1.27	0	0	21	0	0	0
2000_114_day	2000	114	day	27	4	4	27	0	4	4	-3.85565384615385	-3.565	26	3.01747621620861	-6.18	-1.43	-3.72288888888889	-3.55	27	3.0382364233388	-6.115	-0.7685	3.26575	2.905	24	2.41962378049366	1.115	5	3.36934782608696	2.94	23	2.41896838659292	1.2025	5.27	1	1	27	0	1	1
2000_115_night	2000	115	night	21	4	4	21	0	4	4	0.858615384615385	0.834	13	0.687338046192403	0.72375	1.22	0.858615384615385	0.834	13	0.687338046192403	0.72375	1.22	0.3777	0.404	20	0.400722912536305	0.0095	0.7345	0.595384615384615	0.607	13	0.322264264866982	0.4145	0.786	0	0	21	0	0	0
2000_115_day	2000	115	day	27	4	4	27	0	4	4	-1.16032	-0.859	25	1.49815936290725	-1.6225	-0.15825	-1.16032	-0.859	25	1.49815936290725	-1.6225	-0.15825	2.235	1.94	26	1.77104452795518	0.751	3.15	2.235	1.94	26	1.77104452795518	0.751	3.15	1	1	27	0	1	1
2000_116_night	2000	116	night	21	4	4	21	0	4	4	0.787533333333333	1.25	15	1.15515223898761	0.62	1.52	0.792235294117647	1.2	17	1.08089098255859	0.64	1.48	0.503285714285714	0.553	21	0.498446902172854	0.086	0.83225	0.554117647058824	0.641	17	0.485322300429434	0.235	0.83225	0	0	21	0	0	0
2000_116_day	2000	116	day	27	4	4	27	0	4	4	-1.87292	-1.91	25	1.26452886219862	-2.9475	-0.72575	-1.60603703703704	-1.84	27	1.54954766306621	-2.9125	-0.60425	1.0752962962963	1.07	27	0.805155924450701	0.42025	1.6325	1.16196	1.31	25	0.772425372878615	0.61225	1.6425	1	1	27	0	1	1
2000_117_night	2000	117	night	21	4	4	21	0	4	4	1.66966666666667	1.52	12	0.746247257748375	1.25	1.88	1.60976923076923	1.5	13	0.746403393374538	1.1515	1.85	0.321571428571429	0.383	21	0.678807231209905	-0.0685	0.77025	0.519571428571429	0.7225	14	0.76032773442527	0.383	0.86	0	0	21	0	0	0
2000_117_day	2000	117	day	27	4	4	27	0	4	4	-2.91857692307692	-3.455	26	2.09266637901175	-4.39	-1.53	-2.91857692307692	-3.455	26	2.09266637901175	-4.39	-1.53	1.35892592592593	1.39	27	0.628598925934979	0.97525	1.855	1.35892592592593	1.39	27	0.628598925934979	0.97525	1.855	1	1	27	0	1	1
2000_118_night	2000	118	night	20	4	4	20	0	4	4	1.3225	2.29	4	2.44284499440031	-0.285	2.93	1.1222	1.66	5	2.16245675101261	-0.31675	2.925	-0.096	-0.0255	20	0.316545165979933	-0.115	0.006	-0.113714285714286	-0.016	7	0.494726764415037	-0.49575	0.236	0	0	20	0	0	0
2000_118_day	2000	118	day	28	4	4	28	0	4	4	-5.1479	-5.35	20	2.46476523703257	-6.625	-4.09	-4.83904347826087	-5.07	23	2.47558361306914	-6.3825	-3.345	0.810535714285714	0.9175	28	0.589660133255864	0.2385	1.22	0.956727272727273	1.085	22	0.548605260275302	0.648	1.23	1	1	28	0	1	1
2000_119_night	2000	119	night	20	4	4	20	0	4	4	-0.015	-0.346	3	0.643834606090726	-0.406	0.45875	0.765	0.727	5	1.16298065332146	-0.366	1.8875	0.0248	0.011	20	0.102759607055035	-0.0315	0.1035	-0.136333333333333	-0.125	3	0.0306159000085468	-0.1595	-0.116	0	0	20	0	0	0
2000_119_day	2000	119	day	28	4	4	28	0	4	4	-3.1022	-3.26	25	2.42412362171019	-4.84	-1.5	-3.00365384615385	-3.235	26	2.42771812107267	-4.76	-1.26	0.986346153846154	0.708	26	0.813908984705671	0.514	1.33	1.0252	0.733	25	0.805707297968685	0.54775	1.41	1	1	28	0	1	1
2000_120_night	2000	120	night	20	4	4	20	0	4	4	1.801	1.825	10	0.41881977030699	1.36	2.02	1.801	1.825	10	0.41881977030699	1.36	2.02	0.24345	0.158	20	0.430693745753963	0.051	0.382	0.220307692307692	0.151	13	0.467838181535629	0.01325	0.4085	0	0	20	0	0	0
2000_120_day	2000	120	day	28	4	4	28	0	4	4	-4.41304545454545	-4.875	22	2.92910456782684	-7.03	-3.1	-4.21320833333333	-4.655	24	2.88817365157753	-6.265	-2.695	1.41610714285714	1.22	28	1.10685735771032	0.497	2.215	1.55472	1.25	25	1.09070548728793	0.658	2.2925	1	1	28	0	1	1
2000_121_night	2000	121	night	20	4	4	20	0	4	4	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0.096625	0.0865	16	0.705201519661815	-0.0245	0.179	0.096625	0.0865	16	0.705201519661815	-0.0245	0.179	0	0	20	0	0	0
2000_121_day	2000	121	day	28	4	4	28	0	4	4	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0.767785714285714	0.463	28	0.899474799726994	0.2665	0.875	0.767785714285714	0.463	28	0.899474799726994	0.2665	0.875	1	1	28	0	1	1
2000_122_night	2000	122	night	20	5	5	20	0	5	5	0.709333333333333	0.8345	6	0.281754266456901	0.376	0.908	0.709333333333333	0.8345	6	0.281754266456901	0.376	0.908	0.344888888888889	0.064	18	0.547006063939814	-0.003	0.603	0.5468	0.4745	10	0.658451516818057	0.025	1.1	0	0	20	0	0	0
2000_122_day	2000	122	day	28	5	5	28	0	5	5	-3.74629166666667	-3.88	24	2.39195900210552	-5.63	-1.7	-3.39226923076923	-3.63	26	2.61527987883044	-5.39	-0.844	3.91681481481481	3.22	27	3.23767925000701	1.16	5.8675	4.18504	3.37	25	3.2122624098912	1.565	6.1375	1	1	28	0	1	1
2000_123_night	2000	123	night	20	5	5	20	0	5	5	1.21585714285714	1.3	7	0.80636787067513	0.4705	1.855	1.21585714285714	1.3	7	0.80636787067513	0.4705	1.855	0.24615	0.169	20	0.247834680679215	0.059	0.405	0.370285714285714	0.354	7	0.277662693620464	0.19925	0.412	0	0	20	0	0	0
2000_123_day	2000	123	day	28	5	5	28	0	5	5	-4.00280952380952	-3.98	21	1.70590291690493	-5.38	-2.9025	-3.512625	-3.815	24	2.07288907424648	-5.31	-2.025	1.39946428571429	1.65	28	1.02048839005292	0.547	1.96	1.73018181818182	1.785	22	0.890065093198172	1.11	2.07	1	1	28	0	1	1
2000_124_night	2000	124	night	20	5	5	20	0	5	5	0.7295	0.7295	2	0.863377379828775	0.119	1.34	1.293	1.34	3	1.15121978787719	0.42425	2.15	0.17755	0.092	20	0.275019516053909	-0.023	0.3025	0.440333333333333	0.291	3	0.379702954075068	0.19125	0.72675	0	0	20	0	0	0
2000_124_day	2000	124	day	28	5	5	28	0	5	5	-4.00277272727273	-4.475	22	2.41293626564771	-5.73	-2.09	-3.70221739130435	-4.35	23	2.76320174890259	-5.6675	-1.5725	1.78838461538462	1.745	26	0.893794073684675	1.16	2.36	1.861	1.79	25	0.830267276243018	1.175	2.4025	1	1	28	0	1	1
